"title","length","budget","rating","mpaa"
"Tigger Movie, The",77,20000000,6.1,"Missing"
"Tigre de Santa Julia, El",128,2000000,6.1,"Missing"
"Till the Clouds Roll by",132,2841000,6.5,"Missing"
"Tillie's Punctured Romance",82,50000,6.3,"Missing"
"Time Bandits",110,5000000,6.9,"Missing"
"Time Changer",95,825000,4.5,"PG"
"Time Machine, The",89,750000,7.3,"Missing"
"Time Machine, The",96,80000000,5.5,"PG-13"
"Time Out",19,45000,7,"Missing"
"Time Travelers, The",82,250000,5.2,"Missing"
"Time Walker",83,750000,2.4,"Missing"
"Time of Fear",88,800000,5.1,"Missing"
"Time to Kill, A",149,40000000,6.9,"R"
"Timecode",97,4000000,6.2,"R"
"Timeline",116,80000000,5.2,"PG-13"
"Tin Cup",135,45000000,6.2,"R"
"Tin Men",110,11000000,6.4,"Missing"
"Tingler, The",82,250000,6.5,"Missing"
"Tis the Season",17,10000,9,"Missing"
"Titan A.E.",94,75000000,6.4,"PG"
"Titanic",194,200000000,6.9,"PG-13"
"Titus Andronicus",167,16000,3.3,"Missing"
"To Catch a Thief",106,2500000,7.4,"Missing"
"To Die For",110,20000000,6.7,"Missing"
"To Kill a King",102,14300000,6.1,"Missing"
"To Kill a Mockingbird",129,2000000,8.5,"Missing"
"To Sir, with Love",105,640000,7.4,"Missing"
"Toast of New York, The",109,1072000,6.9,"Missing"
"Today Was Thursday",16,1000,9.4,"Missing"
"Tokyo Breakfast",6,25000,7.5,"Missing"
"Tom Horn",98,3000000,6.4,"Missing"
"Tom Jones",128,1000000,7.2,"Missing"
"Tomcats",95,11000000,4.7,"R"
"Tommy",111,5000000,6.1,"Missing"
"Tomorrow Never Dies",119,110000000,6.4,"PG-13"
"Tong Man, The",50,350000,6.5,"Missing"
"Too Late Blues",103,375000,6.6,"Missing"
"Toolbox Murders, The",93,185000,4.3,"Missing"
"Tooth",91,12000000,4.3,"Missing"
"Top Banana",100,150000,5.8,"Missing"
"Top Dog",86,6000000,3.3,"Missing"
"Top Gun",110,15000000,6.5,"Missing"
"Top Hat",101,609000,7.8,"Missing"
"Topaz",143,4000000,6.1,"Missing"
"Topo, El",125,400000,7.3,"Missing"
"Tora! Tora! Tora!",144,25000000,7.4,"Missing"
"Torn Apart",84,1500000,2.5,"Missing"
"Torn Curtain",126,6000000,6.5,"Missing"
"Torque",81,40000000,3.2,"PG-13"
"Torrent",88,250000,7.2,"Missing"
"Total Recall",113,65000000,7.2,"Missing"
"Touch of Evil",106,829000,8.4,"Missing"
"Touch, The",103,20000000,4.5,"PG-13"
"Tough Guys Don't Dance",110,5000000,4.8,"Missing"
"Tovarich",98,1400000,7.2,"Missing"
"Tower of Evil",85,400000,4.3,"Missing"
"Towering Inferno, The",165,14000000,6.4,"Missing"
"Town & Country",104,90000000,4.5,"R"
"Toxic Avenger, Part II, The",96,2300000,4.2,"Missing"
"Toy Story",81,30000000,7.9,"Missing"
"Toy Story 2",92,90000000,8.1,"Missing"
"Track 29",90,5000000,5.5,"Missing"
"Tracks",92,1000000,5,"Missing"
"Trader Horn",122,1320000,6.8,"Missing"
"Traffic",147,48000000,7.8,"R"
"Traffic in Souls",88,5700,6.2,"Missing"
"Trafico, El",5,1000,9.2,"Missing"
"Trail of '98, The",87,2000000,8.2,"Missing"
"Train, The",133,6700000,7.7,"Missing"
"Training Day",120,45000000,7.3,"R"
"Trainspotting",94,3500000,8,"R"
"Trance",94,4000000,3.9,"R"
"Trancers",76,400000,6.1,"Missing"
"Transfer",7,0,5.3,"Missing"
"Trap, The",62,75000,6.2,"Missing"
"Trapeze",105,4000000,6.6,"Missing"
"Trapped",95,2000000,4.7,"Missing"
"Trapped",106,30000000,6,"R"
"Trash",110,25000,6.7,"Missing"
"Trauma",93,69000,4.4,"Missing"
"Trauma",106,7000000,5.5,"Missing"
"Travellers and Magicians",108,1800000,7.2,"Missing"
"Treasure Planet",95,140000000,6.6,"PG"
"Treasure of the Sierra Madre, The",126,3800000,8.4,"Missing"
"Trees Lounge",95,1300000,7.1,"R"
"Trekkies",86,375000,6.9,"PG"
"Tremors",96,10000000,6.9,"Missing"
"Tri istorii",109,500000,7.3,"Missing"
"Trial of Billy Jack, The",170,7800000,4,"Missing"
"Tribute",121,8400000,5.7,"Missing"
"Trigger Effect, The",94,8000000,5.4,"R"
"Triggermen",96,12000000,5.8,"R"
"Trio",102,1200000,4.7,"Missing"
"Triplettes de Belleville, Les",78,8000000,7.7,"PG-13"
"Triumph of Love, The",112,5000000,5.7,"PG-13"
"Trois",93,200000,3.1,"R"
"Trois 3: The Escort",95,1000000,4.8,"R"
"Trollywood",82,1000000,9.6,"Missing"
"Tromeo and Juliet",108,350000,5.8,"R"
"Tron",96,17000000,6.4,"Missing"
"Trona",63,5000,8,"Missing"
"Trotsky",98,1500000,4.3,"Missing"
"Trouble in Paradise",83,519706,8.1,"Missing"
"Trouble with Harry, The",99,1200000,7.3,"Missing"
"Trouble with Lou, The",85,90000,6,"Missing"
"Troy",162,185000000,7.1,"R"
"Truce, The",9,10000,7.8,"Missing"
"True",3,1000,7.3,"Missing"
"True Lies",141,100000000,7,"Missing"
"True Romance",121,12500000,7.7,"Missing"
"Truman Show, The",103,60000000,7.7,"PG"
"Truth or Dare? - A Critical Madness",90,200000,4.7,"Missing"
"Tuck Everlasting",96,15000000,6.5,"PG"
"Tucker: The Man and His Dream",110,25000000,6.8,"Missing"
"Tui shou",105,400000,7.1,"Missing"
"Tulse Luper Suitcases, Part 1: The Moab Story, The",127,10000000,6.6,"Missing"
"Tumbleweeds",82,312000,6.9,"Missing"
"Tumbleweeds",102,312000,6.9,"PG-13"
"Tumbling Tumbleweeds",61,12500,8.2,"Missing"
"Tunnel Vision",95,250000,4.8,"Missing"
"Tunnel, Der",188,7100000,8.2,"Missing"
"Turetskii gambit",130,4000000,6.9,"Missing"
"Turkey Shoot",80,3200000,4.2,"Missing"
"Turn It Up",86,9000000,4.3,"Missing"
"Turning Paige",109,1000000,6.9,"Missing"
"Tusk",119,1500000,5,"Missing"
"Tuxedo, The",98,60000000,5.1,"PG-13"
"Twelve Monkeys",129,29000000,7.9,"R"
"Twelve Steps Outside",88,25000,8.3,"Missing"
"Twice Today",80,40000,8.2,"Missing"
"Twilight People, The",84,150000,3.1,"Missing"
"Twilight Zone: The Movie",120,10000000,6,"Missing"
"Twilight's Last Gleaming",146,6200000,6.6,"Missing"
"Twin Falls Idaho",111,500000,7.1,"R"
"Twin Peaks: Fire Walk with Me",135,10000000,6.5,"R"
"Twin Town",99,3300000,6.1,"Missing"
"Twins",105,15000000,5.9,"Missing"
"Twist",97,350000,6,"R"
"Twister",113,92000000,5.9,"PG-13"
"Two Can Play That Game",93,6000000,5.8,"R"
"Two Girls and a Guy",84,1000000,5.6,"NC-17"
"Two Lords",8,2500,9.5,"Missing"
"Two Story House",14,3000,8,"Missing"
"Two Thousand Maniacs!",87,65000,5,"Missing"
"Two Weeks Notice",101,60000000,5.8,"PG-13"
"Two for the Road",111,4000000,7.3,"Missing"
"Two-Faced Woman",90,316000,5.9,"Missing"
"Two-Lane Blacktop",105,850000,6.7,"Missing"
"U Turn",125,19000000,6.5,"R"
"U-571",116,62000000,6.5,"PG-13"
"U.S. Marshals",131,60000000,6.1,"PG-13"
"UFO: Target Earth",80,75000,3.5,"Missing"
"UHF",97,5000000,6.6,"Missing"
"Uccello dalle piume di cristallo, L'",96,500000,6.8,"Missing"
"Ulee's Gold",113,2700000,7.1,"Missing"
"Ultimo tango a Parigi",250,1250000,6.9,"NC-17"
"Ulzana's Raid",105,1200000,7,"Missing"
"Uma Aventura do Zico",93,5300000,2.3,"Missing"
"Umanoide, L'",100,7000000,3.1,"Missing"
"UnConventional",99,50000,4.6,"Missing"
"Unbelievable Truth, The",9,3300,7.4,"Missing"
"Unbreakable",106,75000000,7.1,"PG-13"
"Uncivilized",91,1000000,4.8,"Missing"
"Uncle Sam",89,2000000,3.3,"R"
"Uncle Tom's Cabin",144,1500000,7.7,"Missing"
"Unconquered",146,5000000,6.5,"Missing"
"Uncovered: The Whole Truth About the Iraq War",56,50000,7.9,"Missing"
"Undead, The",71,70000,3.8,"Missing"
"Under Siege",98,12000000,6.1,"Missing"
"Under Siege 2: Dark Territory",99,60000000,4.9,"R"
"Under Suspicion",111,25000000,6.4,"R"
"Under Two Flags",98,1500000,6.6,"Missing"
"Under the Rainbow",97,20000000,4.8,"Missing"
"Under the Skin",82,1000000,6.5,"Missing"
"Under the Tuscan Sun",113,18000000,6.7,"PG-13"
"Undercover Brother",85,25000000,6,"PG-13"
"Underneath",99,6500000,6.3,"Missing"
"Underwater City, The",78,350000,4.9,"Missing"
"Underwater!",105,3500000,5.3,"Missing"
"Undisputed",96,20000000,5.6,"R"
"Une chance sur deux",110,32000000,5.6,"Missing"
"Une femme est une femme",84,160000,7.7,"Missing"
"Unendliche Geschichte, Die",94,27000000,7.2,"Missing"
"Unfaithful",125,50000000,6.6,"R"
"Unforgettable",117,18000000,5.7,"R"
"Unforgiven, The",121,5000000,6.8,"Missing"
"Unholy Three, The",86,103000,7.3,"Missing"
"Union Pacific",135,1000000,7,"Missing"
"Union in Wait, A",45,15000,6.7,"Missing"
"Universal Soldier",99,23000000,5.2,"Missing"
"University Heights",95,10000,7.9,"Missing"
"Unmade Beds",95,1000000,6.7,"R"
"Unsaid, The",108,22000000,6.5,"R"
"Unstoppable",96,15000000,4.8,"R"
"Untold, The",92,3000000,3.8,"R"
"Untouchables, The",119,25000000,7.9,"Missing"
"Up 'n' Under",99,1000000,5.2,"Missing"
"Up Close & Personal",124,60000000,5.7,"PG-13"
"Up in Arms",106,2000000,6.5,"Missing"
"Upside of Anger, The",118,13200000,7.2,"R"
"Upstairs Neighbour, The",90,100000,6.1,"Missing"
"Uptown Saturday Night",104,3000000,5.9,"Missing"
"Urban Ghost Story",82,300000,5.3,"R"
"Urban Legend",99,14000000,5.1,"R"
"Urban Legends: Final Cut",97,15000000,3.8,"R"
"Urban Relics",96,500000,8.3,"Missing"
"Urbania",106,225000,6.9,"R"
"Usher",91,55000,7.3,"Missing"
"Usual Suspects, The",106,6000000,8.7,"R"
"Utomlyonnye solntsem",132,2800000,7.6,"R"
"V leru",92,250000,7,"Missing"
"V.D.",91,1000,3.5,"Missing"
"V.I.P.s, The",120,4000000,6.2,"Missing"
"Vacant Lot",108,75000,6.1,"Missing"
"Vakvagany",86,20000,6.3,"Missing"
"Valence Theory",94,100000,5.3,"Missing"
"Valentine",96,10000000,4.2,"R"
"Valley Girl",99,350000,5.9,"Missing"
"Valley of Decision, The",119,2160000,7.4,"Missing"
"Valley of the Dolls",123,5000000,5.5,"Missing"
"Vampire in Brooklyn",100,14000000,4.4,"R"
"Vampires",106,20000000,5.6,"R"
"Van Helsing",132,160000000,5.4,"PG-13"
"Van Wilder",94,6000000,5.8,"R"
"Vanilla Sky",136,68000000,6.9,"R"
"Vanishing Point, The",14,2000,9,"Missing"
"Vanity Fair",141,23000000,6.1,"PG-13"
"Varsity Blues",100,16000000,6,"R"
"Vatel",125,36000000,6.4,"PG-13"
"Vault, The",87,100000,2.4,"PG-13"
"Veer-Zaara",192,7000000,7.2,"Missing"
"Velocity of Gary, The",100,4000000,4.7,"R"
"Velvet and Rat Skins",6,2000,9.4,"Missing"
"Vendetta",83,4000000,6,"Missing"
"Venus in Furs",65,8500,2.1,"Missing"
"Vera Cruz",95,3000000,7,"Missing"
"Veronica Guerin",92,17000000,6.8,"R"
"Veronika's Birthday",39,15000,9.2,"Missing"
"Versace Murder, The",91,4000000,3.6,"Missing"
"Vertical Limit",124,75000000,5.6,"PG-13"
"Vertigo",129,2479000,8.5,"Missing"
"Very Bad Things",100,10000000,5.8,"R"
"Very Brady Sequel, A",90,15000000,5.3,"PG-13"
"Vicious Sweet, The",90,3000,3.2,"Missing"
"Victim, The",16,15000,9.8,"Missing"
"Victoria para chino",13,12000,6.8,"Missing"
"Victory Through Air Power",65,788000,7.4,"Missing"
"Videodrome",89,5952000,7,"Missing"
"View to a Kill, A",131,30000000,5.9,"Missing"
"Vikings, The",114,5000000,6.9,"Missing"
"Village of the Damned",77,200000,7.3,"Missing"
"Village of the Damned",99,7000000,5.1,"R"
"Village, The",108,60000000,6.6,"PG-13"
"Vindicator, The",93,4210000,4.3,"Missing"
"Violon rouge, Le",140,10000000,7.8,"R"
"Virgin Suicides, The",90,6000000,7.2,"R"
"Virginian, The",91,425000,6.8,"Missing"
"Virtuosity",106,30000000,5.3,"R"
"Visage, The",40,60000,7.2,"Missing"
"Visceral Matter",48,60000,7,"Missing"
"Visitant, The",22,0,7.1,"Missing"
"Viva Sapato!",94,1000000,6.8,"Missing"
"Viva Villa!",110,1022000,6.8,"Missing"
"Vivacious Lady",90,703000,7,"Missing"
"Vivre sa vie: Film en douze tableaux",85,64000,7.4,"Missing"
"Vixen!",70,76000,5.4,"Missing"
"Vizontele",110,2500000,7.8,"Missing"
"Vizontele Tuuba",111,3000000,5.6,"Missing"
"Voditel dlya Very",105,3300000,7.7,"Missing"
"Voice Inside, The",13,1000,8.9,"Missing"
"Voice in the Wind, A",85,50000,5.4,"Missing"
"Volcano",104,90000000,5.2,"PG-13"
"Voodoo Woman",75,65000,3.3,"Missing"
"Vor",110,2000000,7.2,"R"
"Vortex",90,80000,4,"Missing"
"Voyna i mir",390,100000000,8.5,"Missing"
"W pustyni i w puszczy",111,4200000,5.9,"Missing"
"Wag the Dog",97,15000000,7,"R"
"Wait Until Dark",107,4000000,7.7,"Missing"
"Waiting for Guffman",84,4000000,7.6,"R"
"Waiting to Exhale",127,15000000,5.1,"R"
"Wake of the Red Witch",106,1200343,6.1,"Missing"
"Waking Ned",92,3000000,7.3,"PG"
"Walk Don't Walk",60,5000000,7.6,"Missing"
"Walk in the Clouds, A",102,20000000,6.2,"PG-13"
"Walk in the Sun, A",117,800000,7.8,"Missing"
"Walk on the Moon, A",105,14000000,6.6,"R"
"Walk to Remember, A",101,11000000,6.8,"PG"
"Walker",95,5800000,5.2,"Missing"
"Walking Across Egypt",100,4500000,6.9,"PG-13"
"Walking Dead, The",66,217000,6.7,"Missing"
"Walking Tall",125,500000,6.3,"Missing"
"Walking Tall",87,56000000,5.9,"PG-13"
"Walking and Talking",86,1000000,6.6,"R"
"Wall Street",125,15000000,7.2,"Missing"
"War Effort, The",106,15000,8.7,"Missing"
"War Hunt",83,300000,6.3,"Missing"
"War Is Hell",81,47000,5.3,"Missing"
"War Lord, The",123,3500000,6.8,"Missing"
"War and Peace",208,6000000,6.6,"PG"
"War of the Worlds, The",85,2000000,7.2,"Missing"
"WarGames",114,12000000,6.9,"Missing"
"Warlock",90,7000000,5.7,"Missing"
"Warlock: The Armageddon",98,3000000,4.6,"Missing"
"Warm December, A",99,3000000,4.4,"Missing"
"Warning, The",9,6500,7,"Missing"
"Warriors of Virtue",101,35000000,3.6,"PG"
"Wash, The",93,4000000,3.7,"Missing"
"Wasp Woman, The",73,50000,4.2,"Missing"
"Watcher, The",97,33000000,5.2,"R"
"Waterborne",120,198000,7.6,"Missing"
"Waterboy, The",90,23000000,5.5,"PG-13"
"Waterloo Bridge",81,251289,8.3,"Missing"
"Waterworld",176,175000000,5.4,"PG-13"
"Way Down East",145,700000,7.9,"Missing"
"Way Out West",71,20000,4.8,"Missing"
"Way of the Gun, The",120,9000000,6.5,"R"
"Way of the Vampire",90,1000000,3,"R"
"Wayward Son",96,7700000,5.1,"Missing"
"We Don't Live Here Anymore",101,3000000,6.1,"R"
"We Were Soldiers",143,75000000,7.1,"R"
"We Were Strangers",106,900000,6.2,"Missing"
"We're No Angels",106,1685000,7.3,"Missing"
"We're No Angels",106,20000000,5.4,"Missing"
"Weapon of Mass Destruction",81,25000,8.2,"Missing"
"Wedding Advice: Speak Now or Forever Hold Your Peace",57,150000,9.1,"Missing"
"Wedding Date, The",90,15000000,5,"PG-13"
"Wedding March, The",113,1000000,8.5,"Missing"
"Wedding Party, The",92,43000,5.2,"R"
"Wedding Planner, The",103,35000000,4.9,"PG-13"
"Wedding Toast, The",30,22000,8.8,"Missing"
"Wednesday Afternoon",24,40000,8.3,"Missing"
"Weed: Or, A Cancer in the Community",15,4750,8.2,"Missing"
"Week End",105,250000,7.2,"Missing"
"Weekend of Shadows",95,500000,6.6,"Missing"
"Weight of Water, The",113,16000000,6,"R"
"Welcome Danger",115,979828,6.8,"Missing"
"Welcome to Collinwood",86,12000000,6.1,"R"
"Welcome to Mooseport",117,26000000,5.3,"PG-13"
"Welcome to Sarajevo",103,9000000,6.8,"R"
"Welcome to the Dollhouse",88,800000,7.4,"R"
"Well, The",101,3000000,6.2,"Missing"
"Wells Fargo",97,1500000,7,"Missing"
"Werewolf",99,350000,2,"R"
"Wesley Cash",73,20000,8.2,"Missing"
"West Bank Story",20,74000,7.6,"Missing"
"West Beyrouth",105,800000,7.3,"Missing"
"West Side Story",151,6000000,7.8,"Missing"
"Westerner, The",100,2000000,7.8,"Missing"
"Westward Ho",61,35000,4,"Missing"
"What Did You Do in the War, Daddy?",116,7000000,6.1,"Missing"
"What Dreams May Come",113,85000000,6.3,"PG-13"
"What Ever Happened to Baby Jane?",135,980000,7.7,"Missing"
"What Happened Was...",91,120000,7,"Missing"
"What Is Funny?",10,30000,9.5,"Missing"
"What Lies Beneath",130,90000000,6.6,"PG-13"
"What Planet Are You From?",104,50000000,5.6,"R"
"What Price Glory",116,360000,7.6,"Missing"
"What Price Hollywood?",88,411676,7.2,"Missing"
"What Women Want",127,65000000,6.4,"PG-13"
"What a Girl Wants",105,20000000,5.7,"PG"
"What's Eating Gilbert Grape",118,11000000,7.6,"Missing"
"What's the Worst That Could Happen?",97,45000000,5,"PG-13"
"Whatever It Takes",94,15000000,5.2,"PG-13"
"When Harry Met Sally...",96,16000000,7.7,"Missing"
"When Strangers Marry",67,50000,7,"Missing"
"When Time Ran Out...",143,20000000,3.5,"Missing"
"When Tyrants Kiss",93,4000,8.1,"Missing"
"When Worlds Collide",83,936000,6.6,"Missing"
"When Zachary Beaver Came to Town",85,3000000,7.9,"PG"
"When a Stranger Calls",97,740000,6.1,"Missing"
"Where the Heart Is",120,15000000,6.4,"PG-13"
"Where the Money Is",89,18000000,6.2,"PG-13"
"Where's Marlowe?",97,3500000,6.2,"R"
"Which Way Is Up?",94,3200000,5.7,"Missing"
"While You Were Sleeping",103,17000000,6.5,"PG"
"Whipped",82,3000000,4.4,"R"
"Whisky",99,500000,8,"Missing"
"Whispering Chorus, The",86,72500,6.3,"Missing"
"Whistlin' Dixie",19,5000,9.6,"Missing"
"White Like Me",15,40000,8.9,"Missing"
"White Mischief",107,5300000,6,"Missing"
"White Oleander",109,16000000,6.9,"PG-13"
"White Rose, The",100,650000,7.5,"Missing"
"White Squall",129,38000000,6.4,"PG-13"
"White Star",92,100000,4,"Missing"
"White Zombie",67,50000,6.5,"Missing"
"Who Framed Roger Rabbit",99,70000000,7.4,"Missing"
"Who's Afraid of Virginia Woolf?",131,7000000,8.1,"Missing"
"Who's That Knocking at My Door",90,75000,6.5,"Missing"
"Whole",55,50000,7.5,"Missing"
"Whole Nine Yards, The",98,24000000,6.6,"Missing"
"Whole Ten Yards, The",98,40000000,4.8,"PG-13"
"Whole Wide World, The",111,1300000,7.4,"PG"
"Wholey Moses",22,67000,4.2,"Missing"
"Why We Had to Kill Bitch",82,15000,5.8,"Missing"
"Wicked Spring",102,500000,5.6,"PG-13"
"Wicker Park",114,30000000,6.4,"PG-13"
"Wide Asleep",19,6000,9.5,"Missing"
"Wide Awake",88,7000000,6,"PG"
"Wild Angels, The",93,360000,4.7,"R"
"Wild Bunch, The",179,6000000,8.2,"Missing"
"Wild Gals of the Naked West",65,26000,2.7,"Missing"
"Wild Geese, The",134,10000000,6.4,"Missing"
"Wild Guitar",92,30000,3.1,"Missing"
"Wild Horse",77,60000,5.7,"Missing"
"Wild Orchids",100,322000,6.5,"Missing"
"Wild Ride, The",88,30000,3.8,"PG-13"
"Wild Things",115,20000000,6.6,"R"
"Wild Thornberrys Movie, The",85,35000000,4.7,"PG"
"Wild Wild West",107,170000000,4,"PG-13"
"Wild at Heart",124,9500000,7,"Missing"
"Wild in the Streets",94,1000000,5.9,"R"
"Wilde",118,10000000,6.9,"R"
"Willard",100,22000000,6.2,"PG-13"
"Willow",126,35000000,6.8,"Missing"
"Willy Wonka & the Chocolate Factory",100,3000000,7.6,"Missing"
"Wilson",154,4000000,6.8,"Missing"
"Wimbledon",98,31000000,6.3,"PG-13"
"Win a Date with Tad Hamilton!",95,24000000,5.8,"PG-13"
"Wind River",97,5500000,5.4,"PG-13"
"Wind and the Lion, The",119,4000000,7,"Missing"
"Windtalkers",153,115000000,5.9,"R"
"Wing Commander",96,30000000,3.7,"PG-13"
"Wings",141,800000,7.4,"Missing"
"Winning New Hampshire",45,15000,8.1,"Missing"
"Winter Kills",97,6500000,6.2,"Missing"
"Winter Solstice",30,25000,8,"Missing"
"Winterlude",95,35000,7.6,"Missing"
"Wise Guys",100,13000000,5.1,"Missing"
"Wisegirls",96,11000000,5.7,"R"
"Wishcraft",97,5000000,5,"R"
"Wishmaster",90,5000000,5,"R"
"Witchboard",98,2000000,5,"Missing"
"Witchboard III: The Possession",93,2000000,3.4,"R"
"Witchcraft V: Dance with the Devil",94,1000000,2.4,"Missing"
"Within the Woods",32,1600,6.5,"Missing"
"Without Limits",117,25000000,6.8,"PG-13"
"Without a Paddle",95,19000000,5.4,"PG-13"
"Witness",112,12000000,7.6,"Missing"
"Witness for the Prosecution",118,3000000,8.3,"Missing"
"Wizard of Gore, The",95,60000,3.7,"Missing"
"Wizard of Mars, The",85,33000,3,"Missing"
"Wizard of Oz, The",112,2777000,8.3,"Missing"
"Wizards",80,1200000,6.2,"Missing"
"Wo hu cang long",120,15000000,8.2,"PG-13"
"Wolf",125,70000000,5.9,"Missing"
"Wolf Creek",95,1000000,4.8,"Missing"
"Wolf Man, The",70,180000,7.4,"Missing"
"Woman of Affairs, A",98,383000,7.2,"Missing"
"Woman of Paris, A",93,351000,7.3,"Missing"
"Woman on Top",92,8000000,5.3,"R"
"Women Talking Dirty",97,5000000,5.8,"Missing"
"Women in Love",131,1600000,7.2,"Missing"
"Wonder",31,40000,7,"Missing"
"Wonder Boys",111,35000000,7.6,"R"
"Wong Fei-hung chi saiwik hung si",102,12000000,6.2,"Missing"
"Woo",84,13000000,3.5,"R"
"Wood, The",102,6000000,6.2,"R"
"Woodstock",216,600000,7.6,"Missing"
"Word Universe: A Journey to West Africa, The",91,25000,1.8,"Missing"
"Words and Music",120,2799970,5.9,"Missing"
"Work and the Glory, The",118,7500000,6.3,"PG"
"Work and the Story, The",77,103000,5.8,"Missing"
"Working Man, The",78,199000,7.7,"Missing"
"World Is Not Enough, The",128,135000000,6.3,"PG-13"
"World Traveler",103,2000000,5.4,"R"
"World's Finest",3,12000,6.7,"Missing"
"Wounded Hearts",93,50000,3.6,"Missing"
"Wraith, The",93,2700000,4.9,"Missing"
"Writer's Block",23,1200,7.2,"Missing"
"Wrong Man, The",105,1200000,7.3,"Missing"
"Wyatt Earp",212,63000000,6.1,"Missing"
"X",79,250000,6.3,"Missing"
"X Files, The",121,66000000,6.7,"PG-13"
"X-Men",104,75000000,7.3,"PG-13"
"X2",133,110000000,7.9,"PG-13"
"Xanadu",93,20000000,4.4,"Missing"
"Yard Sale",103,800000,8.6,"Missing"
"Yards, The",115,20000000,6.3,"R"
"Yazi tura",102,10000,8.6,"Missing"
"Yearling, The",128,4000000,7.5,"Missing"
"Yellow Bird",30,100000,8,"Missing"
"Yentl",132,12000000,5.7,"Missing"
"Yerma",118,1670000,5.5,"Missing"
"Yes and",92,5000,8.5,"Missing"
"Yes, Giorgio",110,19000000,3.3,"Missing"
"Yesil isik",111,1500000,3.7,"Missing"
"Ying xiong",93,30000000,8.1,"PG-13"
"Yo Alien",95,100000,7,"Missing"
"Yo puta",76,6000000,4.3,"R"
"Yolanda and the Thief",110,2443322,5.9,"Missing"
"You Are Here",91,100000,5.6,"Missing"
"You Better Watch Out",95,750000,3.4,"Missing"
"You Can Count on Me",111,1200000,7.8,"R"
"You Can't Take It with You",126,1644736,7.8,"Missing"
"You Got Served",95,8000000,1.9,"PG-13"
"You Only Live Once",86,575000,7.6,"Missing"
"You Only Live Twice",117,9500000,6.8,"Missing"
"You're a Big Boy Now",96,800000,6.3,"Missing"
"You've Got Mail",119,65000000,6.2,"PG"
"Young Americans",15,40000,9.5,"Missing"
"Young Americans, The",104,3000000,5.6,"Missing"
"Young Frankenstein",106,2800000,8,"Missing"
"Young Gentlemen",24,30000,9.7,"Missing"
"Young Guns",102,13000000,6.4,"Missing"
"Young Mr. Lincoln",100,1500000,7.2,"Missing"
"Young Racers, The",84,150000,3.2,"Missing"
"Young Sherlock Holmes",109,18000000,6.4,"Missing"
"Young Stranger, The",84,350000,6.6,"Missing"
"Your Face",3,2000,7.6,"Missing"
"Your Friends & Neighbors",100,5000000,6.4,"R"
"Yours, Mine and Ours",111,2500000,6.7,"Missing"
"Yume",119,12000000,7.5,"Missing"
"Zabriskie Point",95,7000000,6.4,"Missing"
"Zar Gul",140,1700000,6.8,"Missing"
"Zardoz",105,1000000,5.4,"Missing"
