"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"46083","Shadow Conspiracy",1997,103,45000000,4.5,1078,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"46117","Shadow of the Vampire",2000,87,8000000,6.8,8366,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"Missing",0,0,1,1,0,0,0
"46122","Shadow, The",1994,108,40000000,5.2,3386,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"46124","Shadowlands",2003,91,500000,1.1,14,74.5,4.5,0,0,0,0,4.5,0,4.5,4.5,"Missing",0,0,0,0,0,0,0
"46132","Shadows Over Chinatown",1946,64,75000,6,24,4.5,0,0,4.5,14.5,24.5,4.5,14.5,0,34.5,"Missing",0,0,0,0,0,0,0
"46133","Shadows and Fog",1992,85,14000000,6.3,2303,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,1,0,0,0
"46141","Shaft",1971,100,1125000,6.5,2923,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"Missing",1,0,0,1,0,0,0
"46142","Shaft",2000,99,46000000,6,13742,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"46156","Shake, Rattle & Rock!",1956,72,79000,5.1,27,0,14.5,14.5,4.5,24.5,4.5,24.5,0,4.5,4.5,"Missing",0,0,1,1,0,0,0
"46163","Shakes the Clown",1992,87,1400000,5.5,838,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"46164","Shakespeare in Love",1998,122,25000000,7.5,41999,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"46165","Shakespeare's Children",1996,50,100000,5.1,12,4.5,0,0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,"Missing",0,0,0,0,1,0,0
"46166","Shakespeare's Dilemma",2003,38,0,8,8,0,0,0,14.5,0,0,0,45.5,0,34.5,"Missing",0,0,0,0,0,0,1
"46175","Shalako",1968,113,1455000,5.2,287,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"46177","Shall We Dance",1937,109,991000,7.6,603,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,1,0,0,1,0
"46178","Shall We Dance",2004,106,40000000,6,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"46181","Shallow Grave",1994,93,2500000,7.4,9401,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"46183","Shallow Hal",2001,113,40000000,6.1,13217,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"46189","Shampoo Horns",1998,89,2500000,4.3,21,24.5,0,4.5,4.5,14.5,4.5,4.5,4.5,0,14.5,"Missing",0,0,0,1,0,0,0
"46197","Shanghai Cobra, The",1945,64,75000,5.9,55,0,0,4.5,14.5,4.5,24.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"46199","Shanghai Gesture, The",1941,98,1000000,6.7,233,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"46201","Shanghai Knights",2003,114,50000000,6.3,7279,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"46202","Shanghai Noon",2000,110,55000000,6.7,12258,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"46204","Shanghai Surprise",1986,97,17000000,2.8,836,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,1,0
"46235","Shape of Things, The",2003,96,4000000,6.9,1816,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"46241","Shards",2004,23,38000,7.7,6,0,14.5,0,0,0,14.5,0,14.5,0,45.5,"Missing",0,0,0,1,0,0,1
"46247","Shark Tale",2004,90,75000000,5.9,7819,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,1,0,0,0,0
"46254","Sharks 3D",2004,42,4000000,7.8,6,0,0,0,0,14.5,14.5,14.5,0,14.5,34.5,"Missing",0,0,0,0,1,0,1
"46263","Shattered Glass",2003,95,6000000,7.5,4108,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"46266","Shaun of the Dead",2004,99,4000000,7.9,18685,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",0,0,1,0,0,0,0
"46269","Shawshank Redemption, The",1994,142,25000000,9.1,149494,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,"R",0,0,0,1,0,0,0
"46282","She Demons",1958,77,65000,2.6,47,14.5,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"46286","She Done Him Wrong",1933,66,200000,6.8,512,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"Missing",0,0,1,0,0,0,0
"46287","She Freak",1967,83,65000,3.5,74,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"46288","She Gods of Shark Reef",1958,63,50000,2.7,53,24.5,24.5,14.5,14.5,14.5,4.5,4.5,0,0,4.5,"Missing",0,0,0,0,0,0,0
"46291","She Had to Say Yes",1933,65,111000,6,42,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"46303","She Wore a Yellow Ribbon",1949,103,1600000,7.5,2242,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"Missing",0,0,0,0,0,1,0
"46313","She's All That",1999,95,10000000,5.5,13070,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"46317","She's Gotta Have It",1986,88,160000,6.3,1034,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"46322","She's So Lovely",1997,100,18000000,5.7,2280,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"46325","She's the One",1996,96,3500000,6,3779,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"46326","She-Creature, The",1956,77,100000,3.1,179,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"46332","Sheena",1984,117,25000000,4,618,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,1,0,0,0
"46349","Shelter",2003,80,125000,4.6,5,0,24.5,24.5,44.5,0,0,0,0,0,24.5,"Missing",0,0,0,1,0,0,0
"46351","Shelter Island",2003,82,5000000,3.9,191,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"46408","Shichinin no samurai",1954,206,500000,8.9,32141,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"Missing",1,0,0,1,0,0,0
"46435","Shine",1996,105,5500000,7.6,12425,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"46445","Shining, The",1980,146,19000000,8.3,50908,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,0,0,0,0
"46465","Shipping News, The",2001,111,35000000,6.9,7695,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,1,0
"46499","Shock",1946,70,375000,6.4,80,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"46502","Shock Act",2004,19,50000,9.1,12,4.5,0,0,0,0,0,0,0,14.5,74.5,"Missing",0,0,0,0,0,0,1
"46505","Shock Treatment",1981,94,3500000,4.5,572,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"Missing",0,0,1,0,0,0,0
"46506","Shock Waves",1977,90,200000,5.4,429,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"46509","Shock, The",1923,96,90220,7,27,0,0,0,0,4.5,24.5,14.5,14.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"46546","Shooter",2004,24,25000,7,11,24.5,0,0,0,0,0,4.5,0,24.5,34.5,"Missing",0,0,0,1,0,0,1
"46554","Shooting Fish",1997,103,3000000,6.6,2701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG",0,0,1,0,0,1,0
"46569","Shopping for Fangs",1997,90,100000,7.6,44,4.5,4.5,4.5,4.5,0,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"46579","Short Cut to Nirvana: Kumbh Mela",2004,85,200000,8.6,31,0,4.5,0,4.5,4.5,4.5,4.5,14.5,4.5,44.5,"Missing",0,0,0,0,1,0,0
"46593","Shot at Glory, A",2000,114,9000000,6.3,286,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"46602","Shotgun Wedding",2003,24,2000,9.1,8,0,0,14.5,0,0,0,0,0,0,84.5,"Missing",0,0,1,0,0,0,1
"46603","Shottas",2002,95,200000,6.4,48,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,4.5,44.5,"Missing",1,0,0,1,0,0,0
"46620","Show Boat",1951,107,2295429,7,665,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,1,0
"46634","Showboy",2002,93,300000,4.5,67,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,"Missing",0,0,1,0,0,0,0
"46644","Showgirls",1995,131,45000000,3.8,11483,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"NC-17",0,0,0,1,0,0,0
"46646","Showtime",2002,96,85000000,5.5,7689,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"46648","Shrek",2001,90,60000000,8,65146,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",0,1,1,0,0,1,0
"46649","Shrek 2",2004,92,75000000,7.8,27236,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG",0,1,1,0,0,0,0
"46657","Shrink Is In, The",2001,87,6000000,4.9,319,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0
"46660","Shtei Etzbaot Mi'Tzidon",1986,91,80000,8.5,22,4.5,0,0,0,0,4.5,4.5,14.5,34.5,24.5,"Missing",0,0,0,1,0,0,0
"46686","Shutter",2001,24,15000,3.5,12,45.5,0,4.5,4.5,0,0,4.5,0,0,24.5,"R",0,0,0,0,0,0,1
"46717","Sibirskiy tsiryulnik",1998,275,35000000,7.1,1254,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"Missing",0,0,0,1,0,1,0
"46726","Sid and Nancy",1986,110,4000000,7,3057,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"46745","Sidewalks of New York",2001,108,1000000,6.5,1998,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,1,0,0,1,0
"46746","Sideways",2004,123,16000000,8,17051,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"46768","Siege, The",1998,116,70000000,5.9,9725,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"46801","Sign of the Pagan",1954,92,1300000,5.7,79,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"46826","Signs",2002,108,72000000,7.1,40285,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"46840","Silence of the Lambs, The",1991,118,19000000,8.5,92060,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,0,0,0,0
"46848","Silencio",2002,30,10000,9.6,5,0,0,0,0,0,0,0,0,44.5,64.5,"Missing",0,0,0,0,0,0,1
"46853","Silent Amy",2004,41,7000,8.4,16,0,0,4.5,0,4.5,4.5,4.5,14.5,14.5,45.5,"Missing",0,0,0,0,0,0,1
"46859","Silent Cry",2002,85,4500000,3.7,39,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"46870","Silent Movie",1976,87,4400000,6.3,2321,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"46872","Silent Night, Deadly Night",1984,85,750000,4.4,563,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"46876","Silent Night, Deadly Night Part 2",1987,88,250000,2.3,383,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"46891","Silent Trigger",1996,90,15000000,4.7,432,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"46894","Silenzio dei prosciutti, Il",1994,81,3000000,3.4,847,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"46901","Silk Stockings",1957,117,1853463,6.9,475,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"Missing",0,0,1,0,0,1,0
"46907","Silmido",2003,135,8000000,7.1,409,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"Missing",1,0,0,1,0,0,0
"46914","Silver Bullet",1985,95,7000000,5.6,2000,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"46916","Silver Chalice, The",1954,142,4500000,4.1,184,14.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,1,0
"46941","Silverado",1985,127,26000000,7,6118,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",1,0,0,1,0,0,0
"46952","Simon Birch",1998,113,20000000,6.8,4612,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,1,0,0,0
"46960","Simon: An English Legionnaire",2002,90,3500000,5.7,44,4.5,0,4.5,4.5,14.5,24.5,4.5,14.5,4.5,24.5,"Missing",0,0,0,1,0,0,0
"46967","Simple Plan, A",1998,121,17000000,7.6,15398,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"46972","Simple Wish, A",1997,89,28000000,5,423,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"46974","Simply Irresistible",1999,94,6000000,4.7,3083,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"46980","Sin City",2005,124,45500000,8.3,23473,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,"R",1,0,0,0,0,0,0
"46986","Sin of Harold Diddlebock, The",1947,89,1712959,6.2,172,4.5,0,4.5,4.5,4.5,24.5,14.5,14.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"47000","Sinbad: Legend of the Seven Seas",2003,86,60000000,6.5,2340,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG",0,1,0,0,0,0,0
"47001","Since You Went Away",1944,172,2400000,7.6,560,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"47008","Sindrome di Stendhal, La",1996,113,3800000,5.8,972,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"47009","Sinful Davey",1969,95,3000000,5.6,76,0,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"47035","Singin' in the Rain",1952,103,2540800,8.5,20585,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"Missing",0,0,1,0,0,1,0
"47038","Singing Detective, The",2003,109,10000000,5.3,1184,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0
"47051","Single Standard, The",1929,73,336000,6.6,48,0,0,0,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,1,0
"47053","Single and Dealing with It",2003,86,175000,5,27,24.5,14.5,0,0,4.5,4.5,0,0,14.5,14.5,"Missing",0,0,1,0,0,0,0
"47056","Singles Ward, The",2002,102,500000,5.7,291,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,1,1,0,1,0
"47075","Sinnui yauman",1987,92,5600000,7.4,1606,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",1,0,0,0,0,1,0
"47080","Sins of Jezebel",1953,74,100000,5,9,14.5,0,0,14.5,14.5,14.5,14.5,14.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"47083","Sins of the Fleshapoids",1965,40,1000,7.9,14,0,14.5,0,0,0,14.5,24.5,14.5,0,24.5,"Missing",0,0,1,0,0,0,1
"47108","Sirota kazanskaya",1997,82,800000,7,47,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"Missing",0,0,1,0,0,1,0
"47119","Sista vals, En",2001,14,35000,5.1,22,4.5,0,4.5,0,4.5,14.5,0,24.5,4.5,44.5,"Missing",0,0,0,1,0,0,1
"47130","Sisters",1973,92,500000,6.8,1088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"47138","Sit and Spin",2002,20,50000,8.7,6,0,0,0,0,0,0,34.5,14.5,0,45.5,"Missing",0,0,0,1,0,0,1
"47152","Siunin Wong Fei-hung tsi titmalau",1993,90,2000000,7.4,3173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",1,0,1,0,0,0,0
"47158","Six Days Seven Nights",1998,101,70000000,5.6,11112,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"Missing",1,0,1,0,0,1,0
"47161","Six Figures Getting Sick",1966,4,0,6.3,357,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"Missing",0,1,0,0,0,0,1
"47174","Six-String Samurai",1998,91,2000000,6.2,1163,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",1,0,0,0,0,0,0
"47178","Sixteen Candles",1984,93,6500000,6.9,8690,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,1,0
"47185","Sixth Sense, The",1999,107,55000000,8.2,96987,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,0,1,0,0,0
"47195","Sjunde inseglet, Det",1957,92,150000,8.4,9622,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"Missing",0,0,0,1,0,0,0
"47218","Skeleton Dance, The",1929,6,5386,8.6,137,4.5,0,0,4.5,4.5,4.5,14.5,24.5,14.5,44.5,"Missing",0,1,1,0,0,0,1
"47220","Skeletons",1996,87,2200000,5.3,122,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"47221","Skeletons in the Closet",2000,86,1500000,5.4,239,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"47242","Skin Deep",2003,89,400000,3.8,31,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,24.5,"R",1,0,1,1,0,0,0
"47276","Skullduggery",1970,105,4500000,4,69,14.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,0,4.5,"Missing",0,0,0,0,0,0,0
"47279","Skulls, The",2000,106,15000000,5.3,6530,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"47283","Sky Bandits",1986,95,18000000,3.8,29,24.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,0,24.5,"Missing",1,0,0,0,0,0,0
"47285","Sky Captain and the World of Tomorrow",2004,106,40000000,6.5,12579,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"47321","Slacker",1991,97,23000,6.7,2108,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"Missing",0,0,1,1,0,0,0
"47322","Slackers",2002,86,11000000,4.7,2755,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"47325","Slam",1998,100,1000000,7.1,569,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"47335","Slap Her... She's French",2002,92,10000000,4.7,811,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"47345","Slashers",2001,97,165000,5.2,213,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"47351","Slaughter Rule, The",2002,112,500000,6,356,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"47379","Sledgehammer",1983,87,40000,3.7,24,44.5,4.5,4.5,4.5,4.5,4.5,0,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"47389","Sleepaway Camp",1983,84,350000,5.3,1104,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"47392","Sleeper",1973,89,2000000,7.4,5571,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,0,0
"47393","Sleepers",1996,147,44000000,7,17896,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"47396","Sleeping Beauty",1959,75,6000000,7.4,5843,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,1,0,0,0,1,0
"47403","Sleeping Dictionary, The",2003,109,12000000,6.1,696,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0
"47412","Sleepless in Seattle",1993,105,21000000,6.7,19224,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"Missing",0,0,1,1,0,1,0
"47415","Sleepover",2004,89,10000000,4.1,733,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"47418","Sleepwalk",2000,98,100000,5.7,48,4.5,4.5,4.5,14.5,4.5,4.5,24.5,14.5,14.5,4.5,"Missing",0,0,0,1,0,0,0
"47419","Sleepwalker",1993,2,15000,1.5,6,14.5,14.5,0,0,0,0,0,0,0,64.5,"Missing",0,0,0,0,0,0,1
"47424","Sleepy Hollow",1999,105,65000000,7.4,38857,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"47474","Slog Movie, The",1982,59,5000,8,5,0,0,0,0,24.5,0,24.5,0,44.5,24.5,"Missing",0,0,0,0,1,0,0
"47493","Slumber Party Massacre, The",1982,77,250000,4.4,482,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"47494","Slums of Beverly Hills",1998,92,5000000,6.4,2914,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"47515","Small Soldiers",1998,110,40000000,5.8,6938,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"47517","Small Time Crooks",2000,94,18000000,6.5,6218,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"PG",0,0,1,0,0,1,0
"47562","Smile Like Yours, A",1997,98,18000000,4.5,348,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"47573","Smilla's Sense of Snow",1997,120,35000000,6.3,3722,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"47581","Smoke",1995,112,7000000,7.4,8111,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"47584","Smoke Signals",1998,88,2000000,7.2,2665,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,1,1,0,0,0
"47598","Smokin' Stogies",2001,98,280000,4.6,34,14.5,4.5,4.5,4.5,14.5,4.5,0,4.5,0,44.5,"Missing",0,0,0,0,0,0,0
"47619","Snackers",2004,10,13000,7,9,34.5,0,0,0,0,0,0,0,0,64.5,"Missing",0,0,1,0,0,0,1
"47622","Snake Eyes",1998,98,73000000,5.7,12091,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"47638","Snatch.",2000,102,10000000,7.9,44785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,0,0,0,0
"47642","Snell Show, The",2003,8,6000,9.2,15,4.5,0,0,0,0,0,0,4.5,4.5,84.5,"Missing",0,0,1,0,0,0,1
"47655","Snitch",1998,90,11000000,6.2,412,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0
"47666","Snow Day",2000,89,13000000,4.6,1645,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,1,0
"47668","Snow Dogs",2002,99,35000000,5.1,2379,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"47670","Snow Falling on Cedars",1999,127,36000000,6.7,4536,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
